Date/Time,Energy Produced (Wh)
05/11/2024 00:00,0
05/11/2024 00:15,0
05/11/2024 00:30,0
05/11/2024 00:45,0
05/11/2024 01:00,0
05/11/2024 01:15,0
05/11/2024 01:30,0
05/11/2024 01:45,0
05/11/2024 02:00,0
05/11/2024 02:15,0
05/11/2024 02:30,0
05/11/2024 02:45,0
05/11/2024 03:00,0
05/11/2024 03:15,0
05/11/2024 03:30,0
05/11/2024 03:45,0
05/11/2024 04:00,0
05/11/2024 04:15,0
05/11/2024 04:30,0
05/11/2024 04:45,0
05/11/2024 05:00,0
05/11/2024 05:15,0
05/11/2024 05:30,0
05/11/2024 05:45,22
05/11/2024 06:00,220
05/11/2024 06:15,399
05/11/2024 06:30,566
05/11/2024 06:45,721
05/11/2024 07:00,894
05/11/2024 07:15,1005
05/11/2024 07:30,1095
05/11/2024 07:45,1178
05/11/2024 08:00,1272
05/11/2024 08:15,1282
05/11/2024 08:30,1345
05/11/2024 08:45,1336
05/11/2024 09:00,1452
05/11/2024 09:15,1500
05/11/2024 09:30,1641
05/11/2024 09:45,1812
05/11/2024 10:00,1043
05/11/2024 10:15,1896
05/11/2024 10:30,2351
05/11/2024 10:45,1964
05/11/2024 11:00,1510
05/11/2024 11:15,1193
05/11/2024 11:30,2822
05/11/2024 11:45,1855
05/11/2024 12:00,2766
05/11/2024 12:15,2191
05/11/2024 12:30,2508
05/11/2024 12:45,2176
05/11/2024 13:00,2032
05/11/2024 13:15,1465
05/11/2024 13:30,1521
05/11/2024 13:45,836
05/11/2024 14:00,1145
05/11/2024 14:15,902
05/11/2024 14:30,815
05/11/2024 14:45,1012
05/11/2024 15:00,842
05/11/2024 15:15,1142
05/11/2024 15:30,1148
05/11/2024 15:45,1416
05/11/2024 16:00,749
05/11/2024 16:15,716
05/11/2024 16:30,391
05/11/2024 16:45,246
05/11/2024 17:00,322
05/11/2024 17:15,174
05/11/2024 17:30,76
05/11/2024 17:45,107
05/11/2024 18:00,214
05/11/2024 18:15,445
05/11/2024 18:30,393
05/11/2024 18:45,421
05/11/2024 19:00,277
05/11/2024 19:15,98
05/11/2024 19:30,10
05/11/2024 19:45,0
05/11/2024 20:00,0
05/11/2024 20:15,0
05/11/2024 20:30,0
05/11/2024 20:45,0
05/11/2024 21:00,0
05/11/2024 21:15,0
05/11/2024 21:30,0
05/11/2024 21:45,0
05/11/2024 22:00,0
05/11/2024 22:15,0
05/11/2024 22:30,0
05/11/2024 22:45,0
05/11/2024 23:00,0
05/11/2024 23:15,0
05/11/2024 23:30,0
05/11/2024 23:45,0
05/12/2024 00:00,0
05/12/2024 00:15,0
05/12/2024 00:30,0
05/12/2024 00:45,0
05/12/2024 01:00,0
05/12/2024 01:15,0
05/12/2024 01:30,0
05/12/2024 01:45,0
05/12/2024 02:00,0
05/12/2024 02:15,0
05/12/2024 02:30,0
05/12/2024 02:45,0
05/12/2024 03:00,0
05/12/2024 03:15,0
05/12/2024 03:30,0
05/12/2024 03:45,0
05/12/2024 04:00,0
05/12/2024 04:15,0
05/12/2024 04:30,0
05/12/2024 04:45,0
05/12/2024 05:00,0
05/12/2024 05:15,0
05/12/2024 05:30,0
05/12/2024 05:45,0
05/12/2024 06:00,0
05/12/2024 06:15,14
05/12/2024 06:30,53
05/12/2024 06:45,119
05/12/2024 07:00,124
05/12/2024 07:15,65
05/12/2024 07:30,77
05/12/2024 07:45,153
05/12/2024 08:00,190
05/12/2024 08:15,181
05/12/2024 08:30,198
05/12/2024 08:45,205
05/12/2024 09:00,207
05/12/2024 09:15,346
05/12/2024 09:30,413
05/12/2024 09:45,347
05/12/2024 10:00,386
05/12/2024 10:15,351
05/12/2024 10:30,315
05/12/2024 10:45,342
05/12/2024 11:00,401
05/12/2024 11:15,537
05/12/2024 11:30,584
05/12/2024 11:45,475
05/12/2024 12:00,393
05/12/2024 12:15,362
05/12/2024 12:30,296
05/12/2024 12:45,331
05/12/2024 13:00,536
05/12/2024 13:15,594
05/12/2024 13:30,912
05/12/2024 13:45,929
05/12/2024 14:00,883
05/12/2024 14:15,670
05/12/2024 14:30,583
05/12/2024 14:45,510
05/12/2024 15:00,795
05/12/2024 15:15,860
05/12/2024 15:30,723
05/12/2024 15:45,773
05/12/2024 16:00,601
05/12/2024 16:15,351
05/12/2024 16:30,222
05/12/2024 16:45,126
05/12/2024 17:00,162
05/12/2024 17:15,277
05/12/2024 17:30,365
05/12/2024 17:45,445
05/12/2024 18:00,366
05/12/2024 18:15,496
05/12/2024 18:30,1199
05/12/2024 18:45,964
05/12/2024 19:00,366
05/12/2024 19:15,190
05/12/2024 19:30,35
05/12/2024 19:45,16
05/12/2024 20:00,1
05/12/2024 20:15,0
